video_id,event_time_s,frame,event_role,body_part,event_type,zone_id,spatial_relation,notes
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190912_fdc9750f,2.267,68,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190923_aceb388e,1.567,47,risk_onset,head,near_miss,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190932_df09bb98,1.633,49,risk_onset,head,near_miss,machine_danger_volume,inside_volume,
captures_zaayd_safe_blooza_bad_1_700defdd,,,no_danger,none,no_danger_event,machine_danger_volume,outside_volume,
captures_zaayd_safe_blooza_good_2_9d763cc7,,,no_danger,none,no_danger_event,machine_danger_volume,outside_volume,
captures_zaayd_safe_blooza_good_safe_8633e411,,,no_danger,none,no_danger_event,machine_danger_volume,outside_volume,
captures_zaayd_safe_bloza_good_1_15b4e562,,,no_danger,none,no_danger_event,machine_danger_volume,outside_volume,
captures_zaayd_safe_safe_distracted_blooza_good_1_d4449e49,,,no_danger,none,no_danger_event,machine_danger_volume,outside_volume,
captures_zaayd_unsafe_blooza_bad_1_7f6ab029,1.567,47,risk_onset,head|hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_bad_2_522d2bef,2.667,80,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_bad_3_b636f186,4.333,130,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_9dc0b428,11.667,350,risk_onset,head,near_miss,machine_danger_volume,near_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185711_0b4a1e2c,0.567,17,risk_onset,hand_or_arm|head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185716_59d3ada5,0.233,7,risk_onset,hand_or_arm|head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185719_a7ede895,0.333,10,risk_onset,hand_or_arm|head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185723_2936f2f1,1.133,34,risk_onset,hand_or_arm|head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185727_82e40518,1.000,30,risk_onset,hand_or_arm|head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185733_5c9cc748,0.367,11,risk_onset,hand_or_arm|head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185746_75364c1d,1.100,33,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185754_1c7097b2,1.033,31,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185758_7e2820d3,0.900,27,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_4_0972155c,1.200,36,risk_onset,hand_or_arm|head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191341_97d66667,2.000,60,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191350_263856be,1.900,57,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191355_46d6619f,1.100,33,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191355_46d6619f,1.367,41,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191358_4aafa58a,1.000,30,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191358_4aafa58a,1.333,40,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191402_e57c05ae,1.367,41,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191406_331fb084,0.833,25,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191406_331fb084,1.267,38,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191410_c1410206,1.567,47,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191410_c1410206,2.133,64,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191415_93fd7cb7,3.200,96,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191422_1ca22516,1.900,57,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191426_77046a04,1.800,54,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191432_94f35294,2.433,73,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191437_b4f77bb8,3.700,111,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191437_b4f77bb8,4.067,122,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191443_d5f47cf0,2.333,70,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191449_9b22a9b0,1.633,49,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191449_9b22a9b0,2.100,63,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191452_905ecd36,4.200,126,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191500_04cdc6f3,2.133,64,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191500_04cdc6f3,2.500,75,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191505_b840699c,1.833,55,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_distracted20260512_191509_7b90305f,1.033,31,risk_onset,head,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190728_e80f86ad,1.800,54,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190733_1fc29c35,1.600,48,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190737_7b320cb4,1.500,45,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190742_244e888a,1.600,48,physical_entry,head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190747_0c868d1b,1.467,44,risk_onset,head,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190752_e66b89bf,1.300,39,risk_onset,head,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190804_f59e5432,2.633,79,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190809_a6db35e7,2.300,69,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190814_ff020958,1.900,57,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190820_4a2b451c,2.367,71,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190826_18fb6e07,2.133,64,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190832_367f080a,1.733,52,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190837_300e4d2f,2.567,77,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190842_d8ac1c1c,2.533,76,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190850_aa5bffa1,2.533,76,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190855_2dd5390e,2.633,79,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190901_c8f1dab5,2.467,74,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190907_1cfbe666,2.333,70,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190912_fdc9750f,2.533,76,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190918_1ece8104,1.300,39,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190923_aceb388e,1.967,59,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190928_3e320cfc,1.233,37,risk_onset,hand_or_arm,near_miss,machine_danger_volume,near_volume,
captures_ilyas_unsafe_unsafe_blooza_good_20260512_190932_df09bb98,2.200,66,physical_entry,head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_bad_1_7f6ab029,2.133,64,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_bad_2_522d2bef,3.200,96,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_bad_3_b636f186,4.733,142,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_bad_5_ea4e3014,8.200,246,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_bad_5_ea4e3014,8.633,259,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_godo_4_d437650f,5.667,170,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_blooza_godo_4_d437650f,5.900,177,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_9dc0b428,12.267,368,physical_entry,head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185711_0b4a1e2c,0.900,27,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185716_59d3ada5,0.467,14,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185719_a7ede895,0.533,16,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185723_2936f2f1,1.433,43,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185727_82e40518,1.267,38,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185733_5c9cc748,0.567,17,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185746_75364c1d,1.333,40,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185750_089d804b,1.033,31,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185750_089d804b,1.300,39,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185754_1c7097b2,1.267,38,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_20260512_185758_7e2820d3,1.100,33,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_4_0972155c,1.700,51,physical_entry,head,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_bad_529a5475,1.867,56,risk_onset,head,near_miss,machine_danger_volume,near_volume,
captures_zaayd_unsafe_unsafe_blooza_good_22e4c575,2.933,88,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_blooza_good_22e4c575,2.700,81,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_distracted_blooza_good_46c3f655,3.133,94,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_distracted_blooza_good_46c3f655,3.333,100,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_distracted_0755b3f7,4.267,128,risk_onset,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
captures_zaayd_unsafe_unsafe_distracted_0755b3f7,4.500,135,physical_entry,hand_or_arm,entered_danger_volume,machine_danger_volume,inside_volume,
